"SN","Paper Title","DOI","Authors","Author Regions","Affiliations","Year","Domain","Focus Region","Source","ORC ID"
"382","A scientometric analysis of fairness in health AI literature","https://doi.org/10.1371/journal.pgph.0002513","Isabelle Rose I. Alberto; Nicole Rose I. Alberto; Yüksel Altınel; Sarah Blacker; William W. Binotti; Leo Anthony Celi; Tiffany Chua; Amelia Fiske; Molly Griffin; Gülce Karaca; Nkiruka Mokolo; David Kojo N. Naawu; Jonathan Patscheider; Anton Petushkov; Justin Quion; Charles Senteio; Simon Taisbak; İsmail Tırnova; H. Tokashiki; Adrian Velasquez; Antonio Yaghy; Keagan Yap","Turkey; Canada; USA; USA; USA; Germany; USA; USA; USA; USA; USA; Philippines; USA; Turkey; USA; USA; USA","Bağcılar Eğitim ve Araştırma Hastanesi; York University; Tufts Medical Center; Beth Israel Deaconess Medical Center; University of San Francisco; Technical University of Munich; Beth Israel Deaconess Medical Center; Massachusetts General Hospital; Meharry Medical College; Meharry Medical College; University of Michigan; University of the East Ramon Magsaysay Memorial Medical Center; Rutgers, The State University of New Jersey; Başkent University; Carney Hospital; Brown University; Cambridge College","2024","Health & Clinical AI","","","https://orcid.org/0000-0002-7206-4770; https://orcid.org/0000-0001-9166-8134; https://orcid.org/0000-0003-0113-4839; https://orcid.org/0000-0002-6146-8972; https://orcid.org/0000-0001-6761-8807; https://orcid.org/0000-0001-6712-6626; https://orcid.org/0000-0003-0664-6606; https://orcid.org/0000-0001-7207-6897; https://orcid.org/0000-0002-1615-2645; https://orcid.org/0000-0001-5211-0680; https://orcid.org/0000-0002-6991-1828; https://orcid.org/0000-0002-0470-107X; https://orcid.org/0000-0003-4413-8573; https://orcid.org/0000-0003-3661-236X; https://orcid.org/0009-0009-6844-3047; https://orcid.org/0000-0002-0254-3127; https://orcid.org/0009-0005-6264-2118; https://orcid.org/0000-0003-4488-1607; https://orcid.org/0000-0002-7307-1884; https://orcid.org/0000-0003-2700-467X; https://orcid.org/0000-0002-5054-495X; https://orcid.org/0009-0002-4486-4516"
"383","A scoping review of fair machine learning techniques when using real-world data","https://doi.org/10.1016/j.jbi.2024.104622","Yu Huang; Jingchuan Guo; Wei‐Han Chen; Hsin-Yueh Lin; Huilin Tang; Fei Wang; Hua Xu; Jiang Bian","USA; USA; USA; USA; USA; USA; USA; USA","University of Florida Health; University of Florida; University of Florida; University of Florida; University of Florida; Cornell University; Yale University; University of Florida Health","2024","General Fairness & Bias Mitigation","","","https://orcid.org/0000-0001-7373-4716; https://orcid.org/0000-0001-9799-2592; https://orcid.org/0000-0001-8545-6127; N/A; https://orcid.org/0000-0002-5814-6657; https://orcid.org/0000-0001-9459-9461; https://orcid.org/0000-0002-5274-4672; https://orcid.org/0000-0002-2238-5429"
"384","A Theory of Auditability for Allocation and Social Choice Mechanisms","https://doi.org/10.1145/3593013.3594017","Aram Grigoryan; Markus Möller","USA; Germany","University of California San Diego; University of Bonn","2023","General Fairness & Bias Mitigation","","","https://orcid.org/0000-0001-7582-1960; https://orcid.org/0000-0002-5132-3091"
"385","ACROCPoLis: A Descriptive Framework for Making Sense of Fairness","https://doi.org/10.1145/3593013.3594059","Andrea Aler Tubella; Dimitri Coelho Mollo; Adam Dahlgren Lindström; Hannah Devinney; Virginia Dignum; Petter Ericson; Anna Jönsson; Timotheus Kampik; Tom Lenaerts; Julian Mendez; Juan Carlos Nieves","Sweden; Sweden; Sweden; Sweden; Sweden; Sweden; Sweden; Sweden; Belgium; Sweden; Sweden","Umeå University; Umeå University; Umeå University; Umeå University; Umeå University; Umeå University; Umeå University; Umeå University; Université Libre de Bruxelles; Umeå University; Umeå University","2023","General Fairness & Bias Mitigation","","","https://orcid.org/0000-0002-8423-8029; https://orcid.org/0000-0002-0464-3535; https://orcid.org/0000-0002-1112-2981; https://orcid.org/0000-0003-0278-9757; https://orcid.org/0000-0001-7409-5813; https://orcid.org/0000-0002-8722-5661; https://orcid.org/0000-0002-9873-4170; https://orcid.org/0000-0002-6458-2252; https://orcid.org/0000-0003-3645-1455; https://orcid.org/0000-0002-7383-0529; https://orcid.org/0000-0003-4072-8795"
"386","Addressing Bias and Fairness in Machine Learning: A Practical Guide and Hands-on Tutorial","https://doi.org/10.1145/3580305.3599180","Rayid Ghani; Kit T. Rodolfa; Pedro Saleiro; Sergio Jesús","USA; USA; Portugal","Carnegie Mellon University; Stanford University; Universidade do Porto","2023","General Fairness & Bias Mitigation","","","https://orcid.org/0000-0003-0235-1843; https://orcid.org/0000-0002-0829-1282; https://orcid.org/0000-0003-2750-1692; https://orcid.org/0000-0002-3804-4063"
"387","Advances in decision support for diagnosis and early management of acute leukaemia","https://doi.org/10.1016/s2589-7500(24)00066-9","Amin T. Turki; Merlin Engelke; Marta Sobas","Germany; Pakistan","Essen University Hospital; National Institute Of Blood Disease and Bone Marrow Transplantation","2024","Health & Clinical AI","","","https://orcid.org/0000-0003-1347-3360; https://orcid.org/0000-0002-8463-8786; https://orcid.org/0000-0003-0781-8668"
"388","Algorithm Bias and Perceived Fairness: A Comprehensive Scoping Review","https://doi.org/10.1145/3632634.3655848","Amirhossein Hajigholam Saryazdi","Canada","Concordia University","2024","General Fairness & Bias Mitigation","","","https://orcid.org/0009-0000-9631-1871"
"389","Algorithmic Pluralism: A Structural Approach To Equal Opportunity","https://doi.org/10.1145/3630106.3658899","Shomik Jain; Vinith Suriyakumar; Kathleen Creel; Ashia Wilson","USA; USA","Data & Society Research Institute; Northeastern University","2024","General Fairness & Bias Mitigation","","","https://orcid.org/0000-0001-5232-3264; https://orcid.org/0009-0006-3788-0496; https://orcid.org/0000-0001-7371-2680; https://orcid.org/0000-0001-7072-2912"
"390","Annotating and Detecting Fine-grained Factual Errors for Dialogue Summarization","https://doi.org/10.18653/v1/2023.acl-long.377","Rongxin Zhu; Jianzhong Qi; Jey Han Lau","Australia; Australia; Australia","University of Melbourne; University of Melbourne; University of Melbourne","2023","LLMs & NLP","","","https://orcid.org/0009-0006-6213-5877; https://orcid.org/0000-0001-6501-9050; https://orcid.org/0000-0002-1647-4628"
"391","Assessing the potential of GPT-4 to perpetuate racial and gender biases in health care: a model evaluation study","https://doi.org/10.1016/s2589-7500(23)00225-x","Travis Zack; Eric Lehman; Mirac Süzgün; Jorge A. Rodriguez; Leo Anthony Celi; Judy Wawira Gichoya; Dan Jurafsky; Peter Szolovits; David W. Bates; Raja-Elie E. Abdulnour; Atul J. Butte; Emily Alsentzer","USA; USA; USA; USA; USA","Massachusetts Institute of Technology; Brigham and Women's Hospital; Beth Israel Deaconess Medical Center; Emory University; Massachusetts Institute of Technology","2023","LLMs & NLP","","","https://orcid.org/0000-0002-1620-6455; N/A; N/A; https://orcid.org/0000-0002-1833-6819; https://orcid.org/0000-0001-6712-6626; https://orcid.org/0000-0002-1097-316X; https://orcid.org/0000-0002-6459-7745; https://orcid.org/0000-0001-8411-6403; https://orcid.org/0000-0001-6268-1540; https://orcid.org/0000-0002-8053-0145; https://orcid.org/0000-0002-7433-2740; https://orcid.org/0000-0002-5370-1746"
"392","Association Between Unmet Nonmedication Needs After Hospital Discharge and Readmission or Death Among Acute Respiratory Failure Survivors: A Multicenter Prospective Cohort Study*","https://doi.org/10.1097/ccm.0000000000005709","Somnath Bose; Danielle Groat; Victor D. Dinglas; Narjes Akhlaghi; Valerie Banner‐Goodspeed; Sarah J. Beesley; Tom Greene; Ramona O. Hopkins; Mustafa Mir-Kasimov; Carla M. Sevin; Alison E. Turnbull; James C. Jackson; Dale M. Needham; Samuel M. Brown; for the Addressing Post-Intensive Care Syndrome (APICS-01) Study Team","USA; USA; USA; USA; USA; USA; USA; USA; USA; USA; USA","Harvard University; Intermountain Medical Center; Yale University; Harvard University; University of Utah; Brigham Young University; University of Utah; Vanderbilt University Medical Center; Johns Hopkins University; Vanderbilt University Medical Center; University of Utah","2023","Health & Clinical AI","","","https://orcid.org/0000-0001-7310-9881; https://orcid.org/0000-0002-1180-4448; https://orcid.org/0000-0001-5238-2790; https://orcid.org/0000-0002-8702-1845; https://orcid.org/0000-0002-7644-2521; https://orcid.org/0000-0002-5292-2010; https://orcid.org/0000-0002-3706-7570; N/A; N/A; https://orcid.org/0000-0003-2971-179X; https://orcid.org/0000-0002-1564-6547; https://orcid.org/0000-0001-8089-2827; https://orcid.org/0000-0002-9538-0557; https://orcid.org/0000-0003-1206-6261; N/A"
"393","Auditing Cross-Cultural Consistency of Human-Annotated Labels for Recommendation Systems","https://doi.org/10.1145/3593013.3594098","Rock Yuren Pang; Jack Cenatempo; Franklyn J. Graham; Bridgette Kuehn; Maddy Whisenant; Portia Botchway; Katie Stone Perez; Allison Koenecke","USA; USA; USA; USA; USA; USA; USA; USA","University of Washington; Microsoft (United States); Microsoft (United States); Microsoft (United States); Microsoft (United States); Microsoft (United States); Microsoft (United States); Cornell University","2023","Recommender Systems","","","https://orcid.org/0000-0001-8613-498X; https://orcid.org/0009-0005-1751-6059; https://orcid.org/0000-0003-3726-2808; https://orcid.org/0009-0007-6838-285X; N/A; https://orcid.org/0000-0002-6553-6338; https://orcid.org/0009-0004-0248-566X; https://orcid.org/0000-0002-6233-8256"
"394","Auditing for Racial Discrimination in the Delivery of Education Ads","https://doi.org/10.1145/3630106.3659041","Basileal Imana; Aleksandra Korolova; John Heidemann","USA; USA; USA","Princeton University; Princeton University; University of Southern California","2024","General Fairness & Bias Mitigation","","","https://orcid.org/0000-0002-6645-7850; https://orcid.org/0000-0001-8237-9058; https://orcid.org/0000-0002-1225-7562"
"395","Auditing Work: Exploring the New York City algorithmic bias audit regime","https://doi.org/10.1145/3630106.3658959","Lara Groves; Jacob Metcalf; Alayna Kennedy; Briana Vecchione; Andrew Strait","USA; USA; USA","Data & Society Research Institute; Film Independent; Data & Society Research Institute","2024","General Fairness & Bias Mitigation","","","https://orcid.org/0009-0001-9687-3353; https://orcid.org/0000-0002-2803-6625; https://orcid.org/0000-0003-1894-3413; https://orcid.org/0000-0002-0828-8665; https://orcid.org/0000-0002-3683-2293"
"396","Bias and Debias in Recommender System: A Survey and Future Directions","https://doi.org/10.1145/3564284","Jiawei Chen; Hande Dong; Xiang Wang; Fuli Feng; Meng Wang; Xiangnan He","China; China; China; China; China; China","University of Science and Technology of China; University of Science and Technology of China; University of Science and Technology of China; University of Science and Technology of China; Hefei University of Technology; University of Science and Technology of China","2022","Recommender Systems","","","https://orcid.org/0000-0002-4752-2629; https://orcid.org/0000-0003-0074-2664; https://orcid.org/0000-0003-1317-9567; https://orcid.org/0000-0002-5828-9842; https://orcid.org/0000-0002-5754-3896; https://orcid.org/0000-0001-8472-7992"
"397","Bias Discovery in Machine Learning Models for Mental Health","https://doi.org/10.3390/info13050237","Pablo Mosteiro; Jesse Kuiper; Judith Masthoff; Floortje Scheepers; Marco Spruit","Netherlands; Netherlands; Netherlands; Netherlands; Netherlands","Utrecht University; Utrecht University; Utrecht University; University Medical Center Utrecht; Leiden University","2022","Health & Clinical AI","","","https://orcid.org/0000-0001-7231-2773; N/A; https://orcid.org/0000-0001-8099-0515; https://orcid.org/0000-0002-1801-6153; https://orcid.org/0000-0002-9237-221X"
"398","Bias in machine learning models can be significantly mitigated by careful training: Evidence from neuroimaging studies","https://doi.org/10.1073/pnas.2211613120","Rongguang Wang; Pratik Chaudhari; Christos Davatzikos","USA; USA; USA","University of Pennsylvania; University of Pennsylvania; University of Pennsylvania","2023","General Fairness & Bias Mitigation","","","https://orcid.org/0000-0001-8783-9252; https://orcid.org/0000-0003-4590-1956; https://orcid.org/0000-0002-1025-8561"
"399","Causal Fairness Analysis: A Causal Toolkit for Fair Machine Learning","https://doi.org/10.1561/2200000106","Drago Plečko; Elias Bareinboim","Switzerland; USA","ETH Zurich; University of Missouri","2024","General Fairness & Bias Mitigation","","","https://orcid.org/0000-0002-5433-196X; N/A"
"400","Deep Multimodal Data Fusion","https://doi.org/10.1145/3649447","Fei Zhao; Chengcui Zhang; Baocheng Geng","USA; USA; USA","University of Alabama at Birmingham; University of Alabama at Birmingham; University of Alabama at Birmingham","2024","General Fairness & Bias Mitigation","","","https://orcid.org/0009-0003-8535-4923; https://orcid.org/0000-0002-5868-6450; https://orcid.org/0000-0002-9596-0359"
"401","Disentangling Perceptions of Offensiveness: Cultural and Moral Correlates","https://doi.org/10.1145/3630106.3659022","Alex Jiahong Lu; Cameron Moy; Mark S. Ackerman; Jeffrey D. Morenoff; Tawanna R. Dillahunt","USA; USA; USA; USA; USA","University of Michigan–Ann Arbor; Rutgers, The State University of New Jersey; University of Pennsylvania; Rutgers, The State University of New Jersey; Rutgers, The State University of New Jersey","2024","General Fairness & Bias Mitigation","","","https://orcid.org/0000-0002-0093-8176; https://orcid.org/0000-0001-7547-9720; https://orcid.org/0000-0001-9727-1664; https://orcid.org/0000-0002-8146-8590; https://orcid.org/0000-0002-1155-8507"
"402","Ethnic Classifications in Algorithmic Fairness: Concepts, Measures and Implications in Practice","https://doi.org/10.1145/3630106.3658902","Sofia Jaime; Christoph Kern","Germany","University of Mannheim","2024","General Fairness & Bias Mitigation","","","https://orcid.org/0000-0002-0918-3478; https://orcid.org/0000-0001-7363-4299"
"403","Ethnic disparity in diagnosing asymptomatic bacterial vaginosis using machine learning","https://doi.org/10.1038/s41746-023-00953-1","Cameron Celeste; Dion Ming; Justin Broce; Diandra P. Ojo; Emma Drobina; Adetola Louis‐Jacques; Juan E. Gilbert; Ruogu Fang; Ivana Parker","USA; USA; USA; USA; USA; USA; USA; USA; USA","University of Florida; University of Florida; University of Florida; University of Florida; University of Florida; University of Florida; University of Florida; University of Florida; University of Florida","2023","Health & Clinical AI","","","https://orcid.org/0009-0006-0792-9121; N/A; N/A; N/A; N/A; https://orcid.org/0000-0002-2119-9739; https://orcid.org/0000-0002-6801-2206; https://orcid.org/0000-0003-3980-3532; https://orcid.org/0000-0002-2445-0765"
"404","Evaluating and mitigating bias in machine learning models for cardiovascular disease prediction","https://doi.org/10.1016/j.jbi.2023.104294","Fuchen Li; Patrick Wu; Henry H. Ong; Josh F. Peterson; Wei‐Qi Wei; Juan Zhao","USA; USA; USA; USA; USA; USA","Vanderbilt University; Vanderbilt University Medical Center; Vanderbilt University Medical Center; Vanderbilt University Medical Center; Vanderbilt University Medical Center; Vanderbilt University Medical Center","2023","Health & Clinical AI","","","https://orcid.org/0009-0002-4548-8073; https://orcid.org/0000-0002-1437-6688; https://orcid.org/0000-0001-7960-7363; https://orcid.org/0000-0002-7553-0749; N/A; https://orcid.org/0000-0003-1429-0662"
